Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
29692.04,525.91,90653.83,3,3,0,18.74,6.331528,6.330653,18.99195975,0.002625572,0.075491362,0,0,0,1,0
161.45,0.82,324.53,2,2,0,52.383657,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
2950.31,2158.31,1106626.43,329,63,0,6.645041,1.988656,0.424817,139.7649077,-14.47955019,324102.3069,272338.2547,0,17,47,0
0,0,173.42,1,1,0,0.174173,0.174173,0.171973,0.17197315,0.0022,0,0,0,0,0,0
40.55,11358.08,660471.55,42,58,0,108.381069,38.391994,53.01694,2226.711473,0.024204603,0,100,0,1,0,0
3.71,363.42,734.25,2,2,0,399.39,199.939671,199.939251,399.8785024,0.00084,0,0,0,0,0,0
0,0,2274.1,1,1,0,12.715329,12.715329,12.714709,12.71470945,0.00062,0,0,0,0,0,0
0,0,2364.45,1,1,0,0.012394,0.012394,0.011774,0.01177443,0.00062,0,0,0,0,0,0
34.8,0,69.6,2,1,0,41.43,41.43,20.714496,41.428992,0.001008,0,0,0,0,0,0
3894.6,123418.52,914559.38,13,7,0,1.85,0.654063,0.351658,4.57155037,0.00689244,0,0,0,0,0,0
0,3650.77,467298.85,0,128,1,31.2772,2.308343,0,0,295.4679238,609.5599866,0,0,0,2,0
5.98,0,17.93,3,2,0,1163.777981,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
16236.74,23345.71,1006764.05,39,16,2,59.123,10.000121,4.087196,159.4006346,0.601309046,48164.82491,26334.8445,0,8,32,0
159.65,0.5,320.3,2,2,0,92.335995,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,47.87,1,1,0,2,2,1.9978,1.9978,0.0022,0,0,0,0,0,0
161.19,0.36,323.1,2,2,0,77.311121,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
7861.04,29707.7,1358599.27,33,37,0,860.66948,35.906356,40.739091,1344.39,-15.85483553,50194.91629,23456.51897,0,5,36,0
1899.64,113809.07,938967.22,15,8,0,23.860962,3.649513,1.945934,29.18900553,0.0070984,0,0,0,0,0,0
16.69,1407.61,1109516.73,778,779,0,0.694665,0.208887,0.208095,161.8979121,0.825233301,100,100,0,1,2,0
0,916.06,229015,0,250,1,1.026187,0.882215,0,0,220.5538066,4.074726117,0,0,0,2,0
20.44,9768.03,342473.72,29,35,0,212.859986,25.267236,30.491182,884.2442772,0.1089988,0,0,0,0,0,0
0,0,5.32,1,1,0,20,20,19.999528,19.99952836,0.000471636,0,0,0,0,0,0
13872.15,4636.31,513490.18,31,18,0,33.547009,9.802476,5.690919,176.4184764,0.026088184,56171.13261,56171.13251,0,1,12,0
0,0,2.08,1,1,0,11,11,10.99938,10.99938,0.00062,0,0,0,0,0,0
14913.67,48438.89,883237.88,17,13,0,6,1.204172,0.82904,14.09368168,1.560560754,0.075689169,0,0,0,2,0
6.73,0.27,20.72,3,2,0,1542.499603,1000.5,666.99939,2000.998169,0.001830667,0,0,0,0,0,0
4.74,0.42,15.07,3,2,0,1167.944938,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
4604.94,1421.71,1580634.22,20,1047,0,8.884836,0.212844,11.227899,224.5579892,-1.710700189,1151.513842,1.00E-18,0,1,9,0
5460.64,10550.89,565589.25,63,21,0,57.768928,10.494489,3.981165,250.8134,-30.4291293,597138.3513,583593.8114,0,15,24,0
0,0,0.97,1,1,0,0.057726,0.057726,0.056886,0.05688647,0.00084,0,0,0,0,0,0
158.22,0.69,317.82,2,2,0,56.530378,50.5,50.499491,100.9989816,0.00101837,0,0,0,0,0,0
2.11,0,6.32,3,2,0,1631.993576,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
9525.6,10123.94,367405.68,12,25,0,2.077458,0.181577,0.2845,3.414,1.125434715,71.26550951,7.50E-14,0,1,13,0
1190.52,6056.69,842549.38,26,134,0,1.434582,0.105374,0.216539,5.63002485,8.490099694,4659.121379,0,0,0,24,0
161.5,0.24,323.48,2,2,0,58.65319,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,0,3.05,1,1,0,14.995,14.995,14.994528,14.99452836,0.000471636,0,0,0,0,0,0
65.38,44.81,599586,7364,2636,0,1999.99748,8.879812,18.363102,135225.8857,-111818.7023,3198666946,91907541.95,0,2014,98,0
1.51,0.28,5.08,3,2,0,1576.454004,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
11.44,2787.57,11196.07,4,4,0,2.02894,1.523192,1.522711,6.090842578,0.001924692,0,0,0,0,0,0
0,19259.84,192598.37,0,10,1,4,1.592861,0,0,15.92861304,0.889022047,0,0,0,2,0
29205.19,5407.2,880462.72,27,17,0,65,9.577851,5.352374,144.5141,18.30937012,5476419.035,1005,0,1,26,0
0,0,74.07,1,1,0,3.972853,3.972853,3.972349,3.97234942,0.000504,0,0,0,0,0,0
3.33,1948.83,3904.32,2,2,0,0.794186,0.430383,0.429924,0.859848403,0.000917507,0,0,0,0,0,0
1.29,0.74,5.35,3,2,0,1051.459726,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,1695.75,200098.55,0,118,1,0.934458,0.33711,0,0,39.77895051,1.251013001,0,0,0,2,0
2.11,0,6.32,3,2,0,1631.902927,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,1921.91,226785.43,0,118,1,2.103746,0.567808,0,0,67.00135075,1.605056611,0,0,0,2,0
163.97,0,327.93,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
2.66,4558.05,22803.55,5,5,0,9,3.12,3.119523,15.59761319,0.002386813,0,0,0,0,0,0
530.19,192.89,658496.57,116,3095,0,289.684512,5.011661,133.715845,15511.03806,0.054279056,604.3139398,3.778569501,0,2,3,0
14.69,37294.11,298470.37,8,8,0,5.8,3.071192,3.069292,24.55433785,0.015200068,0,0,0,0,0,0
18.29,0,54.88,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
20.07,0,60.2,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
12.29,631.46,1287.5,2,2,0,1,0.603787,0.602892,1.205783752,0.001789548,0,0,0,0,0,0
0,3014.9,250236.75,0,83,1,1.000565,0.178995,0,0,14.85659606,0.847674219,0,0,0,2,0
22.26,0,66.78,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
22.27,0,66.82,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
20659.78,31583.9,566133.27,6,14,0,1.879394,0.389634,0.9087,5.452197632,0.002673327,0,0,0,0,0,0
163.59,0.37,327.92,2,2,0,74.991312,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,59.4,1,1,0,0.30219,0.30219,0.301749,0.30174886,0.000441,0,0,0,0,0,0
158.47,0,316.93,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,7876.62,291434.87,0,37,1,1.002435,0.703745,0,0,26.03855698,0.529195934,0,0,0,2,0
27641.15,17666.58,118256.62,3,2,0,0.644,0.515248,0.343032,1.029094785,0.001401495,0,0,0,0,0,0
20550.31,6513.15,628524.83,29,5,0,15,5.64295,0.97114,28.16306,0.0516905,3838947.199,3312706.368,0,4,22,0
22.77,0,68.3,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,170.72,1,1,0,0.314737,0.314737,0.312537,0.31253681,0.0022,0,0,0,0,0,0
0,1579.42,229015.3,0,145,1,5,0.372146,0,0,53.96121734,1.905592172,0,0,0,2,0
0,0,59.65,1,1,0,1,1,0.999496,0.999496,0.000504,0,0,0,0,0,0
920.39,1243.92,221200,166,55,0,6.40695,2.184289,0.889652,147.682259,-27.54634618,216274.5177,217763.5183,0,16,29,0
22.16,0,66.47,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
27376.35,13369.59,654483.68,20,8,0,2.08,1.43845,0.573616,11.47232551,0.03527449,85822.04287,82900.29875,0,6,12,0
32.42,1928.34,1244276.72,610,635,0,29.989627,1.371259,1.426215,869.9912142,0.758359425,1553031546,0,0,0,3,0
665.93,1629.77,1034064.3,126,583,0,1.007746,0.247472,1.144037,144.1487129,0.127546535,10518.38417,100,0,1,8,0
2069.55,10094.54,366739.07,26,31,0,0.218158,0.201648,0.239811,6.2350797,0.016020171,54.13811865,0,0,0,1,0
163.12,0.4,327.45,2,3,0,90.901414,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
352973.94,0,705947.88,2,1,0,15.270879,15.270879,7.634452,15.26890475,0.00197425,191.3068467,0,0,0,7,0
15.72,0,47.15,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
17.67,0,53,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,2875.45,209908.12,0,73,1,0.119348,0.097331,0,0,7.105128634,2.069724882,0,0,0,3,0
8608.93,39682.31,874488.88,14,19,0,1.211285,0.187684,0.254061,3.55686085,0.009133191,0,0,0,0,0,0
0,2060.11,319316.93,0,155,1,25,0.853564,0,0,132.3024673,22.53808374,0,0,0,5,0
0,2050.8,198927.33,0,97,1,3.29233,0.986518,0,0,95.6922861,1.472927491,0,0,0,1,0
0,0,2.12,1,1,0,0.995665,0.995665,0.995245,0.9952452,0.00042,0,0,0,0,0,0
162.67,0.82,326.97,2,2,0,97.803633,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
145.22,8133.65,49528,5,6,0,0.054362,0.043159,0.051,0.255,0.003955566,0,0,0,0,0,0
32.72,3342.63,1207820.9,341,358,0,390.768355,151.542282,159.096319,54251.84466,0.292417421,108.5297203,0,0,0,2,0
5418.91,39416.94,1007099.13,4,25,0,0.099702,0.09351,0.58405,2.336201936,0.00156,0.267450246,0.067440252,0,1,2,0
21.86,0,65.57,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,3.4,1,1,0,2,2,1.99916,1.99916,0.00084,0,0,0,0,0,0
4.51,35129.03,772910.85,16,22,0,48,6.404268,8.804519,140.872305,0.021597932,0,0,0,0,0,0
2.25,0,8.98,4,2,0,1044.298787,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
88560.74,18593.82,321463.67,3,3,0,0.001066,0.001044,2.90E-05,8.55E-05,0.00304728,449.225807,449.225807,0,2,2,0
162.76,0.37,326.25,2,2,0,91.003251,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
5124.44,2328.97,864149.97,145,52,0,70.095,17.645646,6.755792,979.5899,-62.01628963,5443050.706,3378704.893,0,20,89,0
1.76,29819.4,298211.67,10,10,0,3.795,1.481561,1.480751,14.80751235,0.00809601,0,0,0,0,0,0
156.38,0,312.75,2,1,0,101,101,50.499286,100.9985715,0.001428506,0,0,0,0,0,0
0,0,15,1,1,0,0.2,0.2,0.199496,0.199496,0.000504,0,0,0,0,0,0
1.76,107.27,327.08,3,3,0,10,7,6.99895,20.99685,0.00315,0,0,0,0,0,0
0,0,1.52,1,1,0,0.537683,0.537683,0.537212,0.537211794,0.000471636,0,0,0,0,0,0
0,0,23.97,1,1,0,22,22,21.99938,21.99938,0.00062,0,0,0,0,0,0
0,177064.48,991839.5,1,5,0,1.089,0.857004,4.2843,4.28429999,0.00072001,0.322752094,0,0,0,1,0
13.01,0,65.03,5,1,0,101,101,20.199471,100.997354,0.002646,0,0,0,0,0,0
3.71,0,11.13,3,29,0,1478.569974,69,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,0,0,1,0,0.092881,0.092881,0,0,0.092880895,0,0,0,0,0,0
3.12,14177.93,99267.38,7,7,0,117.333661,76.553936,76.553516,535.8746142,0.00294,0,0,0,0,0,0
0,0,60292.17,1,1,0,1,1,0.999559,0.999559,0.000441,0.075326298,0,0,0,1,0
161.34,1.42,325.52,2,2,0,58.093376,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
78.85,0.69,316.8,4,2,0,56.588885,50.5,25.249169,100.9966749,0.003325082,0,0,0,0,0,0
6.19,7775.82,365741.88,45,47,0,5,0.492726,0.513678,23.11548844,0.042625419,0,0,0,0,0,0
0,1789.31,229031.45,0,128,1,4.767923,1.763739,0,0,225.7586539,5.179977531,0,0,0,2,0
3.92,0,11.77,3,2,0,1515.695777,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
26.08,0.42,105.15,4,2,0,95.497672,50.5,25.249496,100.997984,0.002016,0,0,0,0,0,0
0,1905.45,226748.6,0,119,1,0.449987,0.205059,0,0,24.40206085,0.51693471,0,0,0,2,0
19.62,912.17,1370019,1438,1471,0,11.966543,1.442368,1.474663,2120.564932,1.158729014,204.5048611,0,0,0,2,0
0,0,73.75,1,1,0,3,3,2.999496,2.999496,0.000504,0,0,0,0,0,0
405.06,119333.39,961553.2,17,8,0,16.1,2.547234,1.198194,20.36930393,0.0085653,6.66E-16,0,0,0,1,0
30.27,16726.08,268041.05,14,16,0,2.307919,0.892164,1.017843,14.24980665,0.02481705,0,0,0,0,0,0
0,0,0.58,1,1,0,0.779727,0.779727,0.778582,0.778581504,0.001145916,0,0,0,0,0,0
0,0,4.73,1,1,0,1.046035,1.046035,1.045563,1.045563194,0.000471636,0,0,0,0,0,0
0,30.85,61.7,0,2,0,0,0,0,0,0,1530.829815,1530.829815,0,1,1,0
3.74,3840.69,23066.6,6,6,0,6.116598,3.958679,3.958129,23.74877519,0.003297195,189.8179085,0,0,0,1,0
17.76,0,71.03,4,2,0,85.373877,50.5,25.249475,100.9978998,0.002100158,0,0,0,0,0,0
2.45,0.66,8.67,3,2,0,1366.489443,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,0,47.4,1,1,0,0.107377,0.107377,0.106873,0.10687253,0.000504,0,0,0,0,0,0
117.08,1303,1200143.35,802,849,0,80.859058,0.472633,0.499607,400.6847409,0.580515688,21092.01,0,0,0,2,0
0,1554.25,198944.13,0,128,1,1.477379,0.608971,0,0,77.94826549,1.844512851,0,0,0,2,0
3.72,0.52,12.2,3,2,0,1607.558581,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
162.58,0.3,325.77,2,2,0,71.987182,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
3.24,0,9.73,3,2,0,1901.294263,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
32.71,66728.14,200282.55,3,3,0,19.995,12.83,12.828563,38.48568818,0.00431182,0,0,0,0,0,0
26399.69,1333.77,430397.57,16,6,0,300,73.678902,19.7909,316.6544,125.419014,54784.46288,38320,0,9,21,0
158.77,0,317.53,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
22.18,0,66.55,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
43722.81,44729.47,574436.5,7,6,0,4.323344,1.633588,1.399331,9.795314258,0.006211962,0,0,0,0,0,0
106.69,0.3,320.67,3,2,0,53.027954,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
3307.98,2057.65,587590.68,126,83,0,71.99,13.481622,9.241552,1164.4356,-45.46093308,3361118.89,2605983.591,0,30,43,0
162.94,0.03,325.97,2,3,0,51.994179,33.666667,50.499286,100.9985715,0.001428506,0,0,0,0,0,0
14.78,0,44.35,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
2.45,0.66,8.67,3,2,0,1366.590858,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
161.24,0.94,324.37,2,2,0,91.78055,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,0,1.52,1,1,0,0.02206,0.02206,0.021588,0.021588284,0.000471636,0,0,0,0,0,0
0,1553.26,226776.6,0,146,1,3.011242,1.507901,0,0,220.1534741,4.573632256,0,0,0,2,0
127607.87,10039.27,668157.17,5,3,0,2.140409,0.885299,0.523974,2.619872148,0.036025612,10998.61895,1659.629127,0,2,12,0
22.1,0,66.3,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
108.39,0.48,326.62,3,3,0,74.499469,33.666667,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
154.77,0,309.53,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,1679.86,226780.9,0,135,1,0.797079,0.318252,0,0,42.96397353,0.963017929,0,0,0,2,0
0,0,16.32,1,1,0,0.905553,0.905553,0.905049,0.90504858,0.000504,0,0,0,0,0,0
6.19,1764.58,3541.55,2,2,0,1.995537,1.495306,1.494836,2.989671527,0.000940373,0,0,0,0,0,0
2922.05,224097.92,683981.95,4,3,0,0.989,0.391533,0.292898,1.17159138,0.00300862,0,0,0,0,0,0
0,0,1.47,1,1,0,0.5,0.5,0.499435,0.499435454,0.000564546,0,0,0,0,0,0
416.61,9917.16,608097.22,198,53,0,41.891,1.765686,0.476293,94.305945,-0.724590243,52260.33684,52259.2601,0,4,8,0
157.89,0,315.78,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
21.36,0,64.08,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
1882.17,25007.33,249534.1,13,9,0,10,1.938941,1.657775,21.55106983,-4.100597545,611.6255695,186.1284953,0,1,4,0
0,1553.26,226775.5,0,146,1,1.646992,0.625732,0,0,91.35689989,1.934497029,0,0,0,2,0
5.3,2675.37,5361.33,2,2,0,5,2.501895,2.50115,5.002299482,0.001491,0,0,0,0,0,0
11.98,2894,220831.03,74,76,0,2000,362.763995,372.567534,27569.99749,0.066171,0,0,0,0,0,0
3043.85,5628.05,969188.88,152,90,0,19.991074,3.825476,2.31448,351.801,-7.50813383,1697324.755,1547173.909,0,28,55,0
161.88,0.3,324.37,2,2,0,76.968647,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
22.79,0,68.38,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
161.16,1.11,324.53,2,2,0,53.391467,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
14659.01,24740.35,899755.53,31,18,0,60.893,7.641808,3.625968,112.405,25.14754531,16668.17824,13394.72662,0,4,23,0
18.82,0,75.27,4,2,0,96.381722,50.5,25.249485,100.997942,0.002058,0,0,0,0,0,0
164.68,0.21,329.78,2,2,0,63.321189,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
2.65,11373.36,841824.6,74,74,0,29.99,5.844987,5.844567,432.4979538,0.031080006,0,0,0,0,0,0
21.51,0,64.52,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,0,289.55,1,1,0,0.24958,0.24958,0.24896,0.24896,0.00062,0,0,0,0,0,0
421.85,13533.32,166618.25,10,12,0,1.021095,0.807052,0.967529,9.675288,0.009330485,0,0,0,0,0,0
0,0,22.98,1,1,0,22,22,21.99938,21.99938,0.00062,0,0,0,0,0,0
13.22,0,66.1,5,1,0,101,101,20.199471,100.997354,0.002646,0,0,0,0,0,0
240.2,190357.37,381675.52,4,2,0,0.035866,0.022933,0.008716,0.03486571,0.011,659.8780759,40,0,1,9,0
0,13339.12,226765.03,0,17,1,12.301984,4.471913,0,0,76.02252603,2.535792464,0,0,0,2,0
3487.85,4670.31,1053406.38,140,121,0,822.28,89.609844,75.203455,10528.48376,314.3073876,33485717.22,18783966.09,0,28,74,0
0,3423.26,10269.77,0,3,1,3.998559,2.667935,0,0,8.00380528,0,0,0,0,0,0
6886.76,8632.33,935139.8,122,11,0,14.567803,6.459571,0.779523,95.10186067,-24.04658137,135992279.7,135261217.8,0,7,52,0
3372.51,18466.82,90729.85,5,4,0,2.919755,1.689484,1.34275,6.71375028,0.04418674,2473.280905,2473.280905,0,3,3,0
2.09,133779.25,535133.73,8,4,0,0.032174,0.02505,0.011701,0.093606401,0.006592895,0,0,0,0,0,0
165.76,0.21,331.93,2,2,0,52.596232,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
164.08,0.82,329.78,2,2,0,81.163819,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
1188.12,9073.02,133394.83,13,13,0,1.001139,1.000368,0.999397,12.99216621,0.012623622,0,0,0,0,0,0
17.95,864.38,1682471.57,1851,1908,0,73.796005,2.244199,2.312388,4280.230266,1.701688242,3.077554842,200,0,2,3,0
12053.29,5797.14,478459.48,32,16,0,170.4305,42.849665,23.387594,748.4030005,-62.80835526,970447.9703,895725.37,0,7,24,0
6.01,0.42,18.87,3,2,0,1165.306206,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
7.43,6583.56,916132.77,137,139,0,0.478236,0.229306,0.231118,31.66314479,0.210348736,1.00E-12,0,0,0,1,0
0,28343.51,226748.1,0,8,1,7,1.8875,0,0,15.1,0.191772462,0,0,0,2,0
162.71,0.21,325.83,2,2,0,59.567946,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,3225.28,319302.88,0,99,1,0.314897,0.173332,0,0,17.15984531,14.65953624,0,0,0,4,0
1.93,0.1,5.98,3,2,0,1120.429213,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
32.18,0,64.37,2,1,0,101,101,50.499475,100.99895,0.00105,0,0,0,0,0,0
1.09,0,3.28,3,2,0,1488.583736,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
13214.65,16443.62,389085.28,17,10,0,14.995,4.464757,2.621059,44.558,0.08957159,120010.489,220,0,1,6,0
1.85,0.42,8.25,4,2,0,1177.186924,1000.5,500.249528,2000.998113,0.001886545,0,0,0,0,0,0
0,1674.79,192600.98,0,115,1,3.13186,0.487343,0,0,56.04445387,1.742684266,0,0,0,2,0
162.72,0,325.43,2,1,0,101,101,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,3781.52,60504.28,0,16,1,4.320452,2.021792,0,0,32.34866851,0,0,0,0,0,0
4.4,0.47,379.4,86,3,0,4663.059038,3333.666667,116.290187,10000.95609,0.043911,0,0,0,0,0,0
136.72,12195.05,1257840.55,102,102,0,1.272665,1.031661,1.030935,105.1553989,0.07399056,0,0,0,0,0,0
0,0,27.05,1,1,0,0.1,0.1,0.0978,0.0978,0.0022,0,0,0,0,0,0
108.83,0.04,326.58,3,2,0,54.616874,50.5,33.666179,100.9985356,0.001464437,0,0,0,0,0,0
123254.17,3129.65,502405.62,4,3,0,5,3,2.1625,8.65,0.35,49535.26605,0,0,0,21,0
160.91,0.63,323.08,2,2,0,85.191343,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
22.61,0,67.82,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
0,88.41,884007.07,0,9999,1,22583.9026,159.510377,0,0,1594944.257,57029.05447,1163.061969,0,2,35,0
2189.2,7164.32,1106299.47,93,126,0,30.349538,0.692528,1.038139,96.54692712,-9.288340407,2022.827336,102.0857291,0,2,12,0
0,1705.13,226782.15,0,133,1,4.997824,1.959164,0,0,260.5688718,6.140344117,0,0,0,2,0
264869.53,599.77,797607.47,3,5,0,24.995,8.265,13.773831,41.32149418,0.00350582,1097.317772,0,0,0,8,0
0,0,1.87,1,1,0,25,25,24.99909,24.99909,0.00091,0,0,0,0,0,0
0,0,4.17,1,1,0,0.403399,0.403399,0.402927,0.402926994,0.000471636,0,0,0,0,0,0
0,0,5.1,1,1,0,1,1,0.998863,0.998862621,0.001137379,0,0,0,0,0,0
4244.62,16924.23,343054.9,25,14,0,12.098753,3.499314,1.958951,48.97378323,0.016613664,4725.938458,4715.872411,0,9,5,0
4826.19,956.21,131497.08,11,82,0,12.789198,6.73476,50.203197,552.2351628,0.0151595,609.2296264,0,0,0,2,0
108.12,0.3,324.97,3,2,0,82.755855,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
17.34,14.58,146221.72,146,9854,0,2838.399412,20.789666,1362.218,198883.828,5977.543531,44921.31536,0,0,0,27,0
19.74,0.14,79.38,4,3,0,66.99811,33.666667,25.249496,100.997984,0.002016,0,0,0,0,0,0
160.95,0.33,322.55,2,2,0,57.37656,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
158.28,0.63,317.83,2,2,0,54.94156,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,30.57,313.93,1,2,0,0.999559,0.999559,1.998498,1.998498,0.00062,0,0,0,0,0,0
29149.68,111614.17,1009512.07,4,8,0,2.452694,1.146651,2.292875,9.171501166,0.001705004,0.317765571,0.317765571,0,1,1,0
88.49,2773.56,1124108.08,354,394,0,33,1.254059,1.394541,493.6674097,0.431974832,1553029187,0,0,0,2,0
0,1645.39,534751.6,0,325,1,3.317918,0.936503,0,0,304.3634277,2.572263325,0,0,0,2,0
25.37,0,101.48,4,1,0,101,101,25.249496,100.997984,0.002016,0,0,0,0,0,0
166.24,0,332.48,2,2,0,91.462425,50.5,50.499487,100.9989738,0.001026218,0,0,0,0,0,0
0,0.17,4.9,1,2,0,5.840086,4.650034,9.299282,9.29928159,0.00078606,0,0,0,0,0,0
16.68,0,50.03,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
13.77,746.67,1318816.4,1696,1735,0,10.095454,1.371141,1.401967,2377.736089,1.193528295,2.065890802,0,0,0,1,0
0,20615.55,226771,0,11,1,80.9,13.972845,0,0,153.7013,0.150434149,0,0,0,1,0
1.97,0,5.9,3,2,0,1557.671453,1000.5,666.999528,2000.998585,0.001414909,0,0,0,0,0,0
0,12473.89,586272.63,0,47,1,30,1.055683,0,0,49.61710295,38749.08248,35576.4306,0,8,12,0
162.05,0.24,324.83,2,3,0,93.226318,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
23.98,3156.43,728291.43,228,229,0,61.135621,1.986835,2.059497,469.5652998,-14.58014592,365,0,0,0,2,0
385.56,3076.03,1047105.15,2636,10,0,200,36.958411,0.92598,2440.8834,-2071.299285,216846.7615,9642.101129,0,7,44,0
159.66,0.3,319.92,2,2,0,55.99197,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
0,3628.68,319323.8,0,88,1,1.024619,0.713397,0,0,62.77890686,1.724071762,0,0,0,2,0
0,12101.42,60507.08,0,5,1,4.018692,2.634272,0,0,13.17136019,0,0,0,0,0,0
0,0,338.17,1,1,0,0.7,0.7,0.69938,0.69938,0.00062,0,0,0,0,0,0
0,14364.43,201102.08,0,14,1,558,113.420657,0,0,1587.8892,731.8094835,0,0,0,5,0
0,4147.13,319328.87,0,77,1,5.395,0.969396,0,0,74.64353029,1.373066777,0,0,0,2,0
0,1441.31,198901.02,0,138,1,2.436095,0.768069,0,0,105.9935508,1.216983608,0,0,0,1,0
160.95,0.33,322.55,2,2,0,53.84475,50.5,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
29022.81,5288.15,964528.65,9,133,0,0.200618,0.05636,0.832184,7.489652957,0.006175,807.8922059,0,0,0,12,0
66.59,9613.52,1006531.95,101,104,0,61.758063,1.384346,1.420669,143.487552,0.484403279,367.3073814,0,0,0,3,0
159.43,0.75,321.12,2,3,0,82.998948,33.666667,50.499508,100.9990158,0.000984218,0,0,0,0,0,0
106.87,0.39,321.4,3,2,0,55.787988,50.5,33.666171,100.9985118,0.001488218,0,0,0,0,0,0
21.77,0,65.32,3,1,0,101,101,33.666149,100.998446,0.001554,0,0,0,0,0,0
2.44,13733.11,68677.77,5,5,0,2,1.153252,1.152713,5.763562716,0.002697284,0,0,0,0,0,0
81.24,0,324.97,4,1,0,101,101,25.249502,100.9980078,0.001992218,0,0,0,0,0,0
